target,comment_text
1,hey jim your only fucking disturbed person you know that you re fucking asshole who created pseudo flawed bureaucracy filled with so called encyclopedia you know you run this fake encyclopedia bleeding heart liberals and afrocentric you are dirty bastard
1,listen fuck you asswipe
1,coi you really are nasty piece of work suggest you leave northwest alone and heed its warnings
1,do you see the paragraph that begins with what about the dresden codex can you understand this part read it several times by the way the codex is pages long rather voluminous book you say classic didn invalidate anything you don have any contributions yet please bother someone else from now on thanks for being funny idiot hahahahahahahaha mardyks
1,hey kt rd stop deleting my page bitch you must really be an old fat sc nt with no fucking life deleting perfectly fine article repeatedly get fagg life and stop trolling wikipedia mean seriously is wikipedia your life
1,also remember that assuming this makes an ass of and me
1,lol little jim you have small penis jk lol
1,please don be clown you have already submitted verification request read the result and thanked the administrator who performed the verification for you to insinuate that two distinct authors are one after saying that you are wrong is the height of lack of good faith m also shocked to see you complaining about the other editor after so brazenly stalking and reviewing my edits in the past indeed you even followed me here to harass me in fitna months ago after made edit in scarlet pimpernel that you didn like you are true work of art and yes since you always seem to throw checkuser against me and whatever editor objects to you here and they always come back negative yet you always make the same baseless accusation and attack you are operating without good faith and have private agenda which is not consistent with wikipedia altruistic npov standards you need to go to quiet place and think about how others perceive your selfish selfish little distortions
1,abd is muslim trash the religion of terrorism previous unsigned comment added by
1,don fuck me because m fucking backwards there can only be reasons why you undo the edit in pratibha patil wiki you are blind you must have pulled scam like that
1,i rather be troll than the north end of mule heading south
1,very large penis and wise man once said what is painless sex
1,note to mal if m treated differently than you it not because m an administrator it because m not used to behaving that way and you have that remember fuck you troll by acting like you caused shit and got stuck duh
1,i didn know the nazis were on wikipedia sieg hello moron
1,gay he sucks cock john cline is gay he sucks cock john cline is gay he sucks cock john cline is gay he sucks cock john cline is gay he sucks cock john cline is gay he sucks cock john cline is gay he sucks cock john cline is gay he sucks cock john cline is gay he sucks cock john cline is gay he sucks cock john cline is gay he sucks cock john cline is gay he sucks cock john cline is gay he sucks dick john cline is gay he sucks dick john cline is gay he sucks dick john cline is gay he sucks dick john cline is gay he sucks dick john cline is gay he sucks dick john cline is gay he sucks dick cock john cline is gay he sucks cock john cline is gay he sucks cock john cline is gay he sucks cock john cline is gay he sucks cock john cline is gay he sucks cock john cline is gay he sucks cock john cline is gay he sucks cock john cline is gay he sucks cock john cline is gay he sucks cock john cline is gay he sucks cock john cline is gay he sucks cock john cline is gay he sucks cock john cline is gay he sucks cock john cline is gay he sucks cock
1,another ridiculous article from wikipedia your section on how to define an area is as vague as most of your other articles the surface area is easy to define it is the product of two averages volume is not analogous to area whoever wrote this must look up the word analogous volume is defined as the product of three averages it is also correct to say that the area has no extent just like point or line the area only begins to take on understandable dimensions once point or line is assigned an extent for example if line is made up of points of zero extent its length is zero if it is composed of points whose centers are half unit from the circumference of circle formed around it then the line has length of units more ridiculous articles fundamental theorem of calculus proof that and infinitesimals
1,did you see that crossed it out typical selective use of facts you re lying
1,talk user grizzlybear please refrain from adding crap to my talk page
1,couch sofa bull couch it
1,fuck you fuck you fuck you fuck you
1,you evil nerds make kittens cry
1,i actually have aspergers too but ve learned not to be pedantic little shit about it
1,are you going to stop it much use any searching method you want to test m an open book m not light current which am it very very very angry and don even understand what motivates you do you feel bigger man doing all this blocking you are not you are very little men hell at this point ll even settle without apologies just accept that m not sock and let me joke with the bugs
1,sand nigger bitch eritrea is not majority arab go fuck camel
1,goat shagging many farmers have anal sex with goats think the article should take this into account
1,well it time for cj dub to be blocked but it should be blocked longer in my opinion hour blockade on this anti european and asexual american is not enough he keeps coming back like he obsessed with me the guy is really weird but at least it was blocked maybe this will teach him respect no wonder people hate americans
1,go hang yourself lazily go hang yourself lazily
1,hey you fucking nigger m deleting completely false information ban coming
1,what is this mess how exactly did get into an edit war when you deleted my stuff is this fucking serious my cases are cited and are useful information for readers about the progress of the film stop messing around you don fucking own the page other people also have the right to add information if you have problem with what was written you can discuss it not delete it without explanation
1,my last warning so what happens if violate this last warning are you going to come to my house and shoot me
1,stalker scammers some idiot in vancouver just can understand that conrad black was convicted of fraud and is actually career criminal pointing out that conrad black was convicted of fraud is not vandalism it is fact
1,hai suck my penis also left you message on my talk page maybe in history
1,this is appropriate you asshole will come to your house and stab you repeatedly while you sleep and will watch you bleed to death and cry and will laugh
1,chriso has proven himself to be criminal and fucking homo chris you bastard anything you want to know about chriso you can find at www chriso homo com bold text
1,kumara rao idiot read this http en wikipedia org wiki nannayya
1,critics of aipac are using rosen case to justify their opinions what is that blatant pov if ve seen it before more zionist bullshit on wikipedia
1,why are you so rude just want to help you motherfuckers whore retards you are really retarded hope you all die seriously die
1,fuck you you idiot
1,i know just about everything he recorded and in none of them do hear him say anything against women or homosexuals so your edit was bullshit
1,moreover pakistan is far from having strong muslim identity it is the most fanatical discriminating and anti shia society in the muslim world
1,meeeeeeooowww chhhhhhhhhhhhhhhhh um there are two reasons why you deleted my comment about wwii that the holocaust was the brutal massacre of jews and not homosexuals gypsies slavs anyone if you are anti semitic shave your head bald and go to skinhead meetings if you doubt the words of the bible that homosexuality is mortal sin get pentagram tattooed on your forehead and go to the satanic masses with your gay friends first and final warning fucking gay will not appreciate another nazi shwain writing on my page don want to talk to you anymore beware of the dark side
1,hot rod hey asshole what are you doing to my hot rod article are you the president of wikipedia if it is not broke do not fix it
1,fuck poor britain is shittttttttttttttttttttttttttttttt
1,ajohnson is son of bitch and dog eating bastard
1,around black people never relax
1,you must be weird yourself to care june
1,but conan san also said source or die
1,opps my bad bitch fucks wikipedia slut and david eppstein fucks wikipedia slut and david eppstein fucks wikipedia slut and david eppstein fucks wikipedia slut and david eppstein fucks wikipedia slut and david eppstein fucks wikipedia slut and david eppstein fucks wikipedia slut and david eppstein vid ppstein fucks the slut from wikipedia and david eppstein fucks wikipedia slut and david eppstein fucks wikipedia slut and david eppstein fucks wikipedia slut and david eppstein fucks wikipedia slut and david eppstein fucks wikipedia slut and david eppstein fucks wikipedia slut and david eppstein
1,hey funk you always say that bla bla bla or just against the jews and israel every dog has its day
1,your email the fact that ryan engages in dick foreplay indicates that he is probably gay
1,buy yourself life what sad lonely life you must have where you annoy yourself playing wikipedia master deciding which edits stay and which get rolled back my comments were rational and factual but like everything else in life subjective nothing in life is truly objective although you probably don agree hence your career as wikipedia editor congratulations you re bigger loser than thought possible you just made me feel better about my shitty skin
1,runescape is gay everyone join world of warcraft need recruits for guild
1,stop harassing me
1,oh hi violette want to call you baby but feel like you re cyber drag may ask if you are woman or not by that mean real woman not gay man or similar abnormal case if you are real woman please provide me with some details about yourself and we will go from there danke m voraus march utc
1,don bother this admin doesn care he just immersed in his power trip truth or facts or reason to hell only jimbo and the coolaid religion is relevant now wik kafka catch animalfarm btw my name is joehazleton and hate it when others take credit for work don do
1,take your own advice and stop harassing me
1,number of goals don understand people who don understand that appearances and goals are only for national championship matches it says there stop saying he scored one goal and played two matches it was friendly match and that doesn count m mexican but m sure those who keep changing the goal amount are mexicans but they are too stupid and proud stop doing it
1,do me favor just let it go and don accuse people of making things up okay
1,i didn do anything stupid occasionally from time to time edit the pages to update them when needed sometimes the color may be wrong but try my best because usually no one does so stop being an asshole
1,you re both idiots david levy you are the only person who has problem with the move so don know what consensus you are referring to scorpio relative popularity is meaningless they both have the same name ergo there should be disambiguation page since none of you seem to have any idea m not going to waste any more time here good luck with your fan page idiot and good luck with your fascism levy
1,those giant lists why do you care what makes you check out something you re not fan of do you have more interesting articles that you can also dedicate to at place for shitty stuff for other people do you
1,bilcat mom is at the end of dumpster
1,you re both assholes
1,molag bal and his daedric puppets are dead
1,law fuck you you have no sense of humor to call this vandalism it was humorous content you faggot bitch
1,i a vomit lover your name love it when girls vomit on me
1,wikipedians screw you wikipedians hehehheheh low life scum eh go live your life instead of acting like gay be real man
1,listen wiki kikes burn this ip it doesn mean anything have thousands more you support those who vandalize and rewrite entire articles they know nothing about and are not npov you will suffer for this saint vfds
1,later boo stay mad talk
1,pathetic colon that what you seem to be m glad your idiot is so upset that you feel compelled to engage in vandalism and spout inflammatory nonsense or ridiculous statements cheers the palestinian and lebanese people to hell with the reprobate settlers
1,deleting created pages you deleted the pages rachel barry and austin mcnabb this is ridiculous just because you ve never heard of them doesn mean the pages should have been deleted they were well written articles by hard working americans obviously you re not one sitting on your fucking computer all day and waxing your fucking carrots think you re one right thinking bastard who should burn in hell won think those things if you put these pages back have nice day sir you fucking bastard
1,i somewhat agree with you you shouldn be blocker for three to knock down some asshole discussion contributions
1,don just delete incorrect information like you did in flash fiction delete it moron
1,gwernol ugly mort agressonner dickwad cher gwernol cunt inutile agressonner niggertard go fuck dvd rw pouces albinos bite gwernol ugly stillborn albino cock cher gwernol inutile cunt albino messing niggertard go fuck dvd rw pouces albino cock gwernol ugly stillbo rn agressonner dickwad cher gwernol cunt inutile agressonner niggertard go fuck dvd rw pouces albinos bite gwernol ugly mort agressonner dickwad cher gwernol cunt inutile agressonner niggertard go fuck dvd rw pouces albinos bite
1,is this the new tass or are you just an ass rononadl mcreagan
1,you what the business you piece of cow shit you can eat my ballz
1,ameriprise hit it this is not spam just giving people different perspective go ahead and ban me ll just use another ip go ahead and ban the site this is not mine dildo
1,you pov pushing revert monkey stop undoing things when you could be making changes you stupid pov pushing return monkey
1,liar you certainly gave so called real name you are lying you are protecting garbage and you are intentionally maliciously and premeditatedly spreading harmful perhaps dangerous and erroneous information all over the internet who the hell do you think you are you said you were so worried about you being sued ha that your public reason made up liar and the second source bs is not protecting you ll go straight to the sources and you can have fun spending fortune to defend yourself that all she wrote get lost
1,at the faggot coffee expliciton
1,are you so angry bro of them were gay okay are you so mad about this bro are you anti gay
1,you are an asshole hello mr jim the reason why am sending this message is because you are an asshole and wish you nothing except death that all x
1,you are biased you are liberal idiot pretending to be neutral you are fucking joke damn you how do you like the female dog of the tea protests you going down
1,stop catching feelings durova you dyke you act like you were there when joan was executed almost years ago lol sheesh your opinions are just theories and not facts
1,i not taking orders from turkish muslim extremist m afraid find me westerner who grew up in democratic state and then we can talk otherwise keep the third world articles on cyprus and become turkish oriented encyclopedia no more contributions from me on
1,i can block myself nigga
1,you you are big and powerful asshole and want you to die
1,it not redundant you are redundant
1,if you leave me message here will ignore it and delete it don care what you have to say
1,phanatical you little shit you re big idiot you are crazy best regards hehehe
1,you are an asshole what happened to the bastard page george walker
1,now go suck some nigger dick
1,i back yes m back but won do anything stupid you puppet
1,suck my dick
1,appointment of ryulong administrator please see my note on the talk page and look at ryulong behavior on this admin bulletin board this guy is liar cheat and bully have provided all required evidence just see him contradict himself on the page this guy is not administrative material too young too happy to block falsifying quotes providing false sources and harasser and bully don take my word for it read for yourself wiki stories don lie vote with your conscience all my claims of sources of lies intimidation and falsification can be easily substantiated by looking at history so doubt nothing the truth is just few clicks away your cousin
1,hey don be faggot
1,wikitheclown welcome to wikipedia although everyone is welcome to contribute to wikipedia at least one of your recent edits like when you reverted my edit to ibanez shows that you are ridiculous asshole please refrain from being ridiculous asshole
1,how dare they sit under the white man tree these fucking niggers need to learn their place
1,lol lol you are nerd lol
1,please research before making any changes reread the trenton onario history page why do you keep changing it according to your changes can you say conflict of interest think you should look at what other users have said about your actions it seems like you can accept it when you are wrong and someone corrects your mistakes stop acting like child and respect wikipedia if you want only your point of view to be heard write book previous unsigned comment added by add to wikipedia hi blotto drifting why don you start correcting errors on wikipedia instead of defending your edits do you think you know everything it seems so how about you get degree and start teaching because then class will be forced to hear what you say you will be one of those teachers who think they know everything but know nothing stop acting like child and grow up
1,p re de la nation fuck your iran father of the nation top
1,hey hey faggot are you already dead or watch your mother get raped by filthy pigs which one is it
1,fuck you jeremiah hey jermey just thought d mention that you should look for real job you piece of shit besides fuck you on top of that think you may be gay citation not needed because the grapevine has brought to light your issues with impotence towards women that or you need to stop dating fat women and fuck off motherfucker you nigger cunt you re fucking deadbeat loser eat my shit and rot you need to understand what wikipedia means to me nothing by that don mean d rather have razor sharp dildos penetrate my sphincter than give damn about what you do suck my dick you powwow white knife nigger and and and eat my shit seriously mean this for real eat it that is sticking the pieces of feces that escape from my rectum and consuming them letting the shit slide down your throat then and only then may you disgrace yourself by giving me the shitty face that you are truly not qualified to give damn dog
1,silly will not fall into the mediocrity advocated by wikipedia also wp npa applies to you questioning my motives and calling me an irritant so at least practice what you preach dick
1,i hate all your work
1,what the fuck are you doing forget my questions it bad enough that you re creating your own sections for your own answers separate question is separate question and shouldn have to look for it because you took it upon yourself to move it
1,man shut up you need to learn to shut up there is no gta london you can talk trash because you heard rumor gta london was just pack of expansions not game in the series while for some reaction think gta will make it head to carcer city or anywhere city has anyone actually thought about that themselves
1,major well fuck you listed fucking ffs source
1,thaksin is fxxcking thief and should be shot and killed along with every members of his family ass hxxes everyone text in bold read the title enough said
1,one fuck day understood now we have to convince the woman
1,is gay fagot who takes it in the ass of other users who control and manipulate him to indiscriminately ban users with gay cunnilingus is faggot and too they are ass buddies
1,bbsrock why did you put big cock
1,i a big asshole who has no friends one day want to grow up and want my dick to be inches long not chode maybe ll get laid
1,i had great time with you last night anal sex was awesome man we should do it again someday hope we get married because we ve been on lot of dates
1,you are not an administrator you act like an administrator but you are not an administrator don even act like that you re trying to piss me off but you can do stupid things like that as couch lands on the floor your mother gets her tits crushed and dies and dead rabbit falls from the clouds and lands on your ass licking your ass user factual man
1,okay m done talking politics just thought d let you know that no one believes wikipedia information to back up real sources we re not even allowed to use wikipedia as source on our source maps for research articles maybe you should find new hobby and forget about wikipedia because just made this account to make this place little more specific the internet is fucked up these days and the only place in who really trust is starkidz because they get donations from parents etc no one trusts wikipedia so maybe you should stop wasting your time will never come here again i already had an account that you blocked for copyright violation when didn post anything from you honestly created this account to bash wikipedia so you re an ass
1,and you re gay too faggot
1,do you think people would like you more if you weren such an asshole or are you an asshole because no one likes you either way you won miss it
1,tharkarn and what waste
1,idiot fuck you had advance tickets to see this thing because wanted to see it so badly and your shitty assholes ruined it for me
1,fuck you you finished tosspot
1,harassment seriously stop making that ridiculously ugly face until you finally stop looking so ugly will never stop my campaign of harassment just so you know have thousands of socks so you will never stop me hahahahahahahaha
1,me if you protect this page will kill your user page tomorrow morning
1,for ymblanter eat my dick asshole there is no way to contribute when this user ymblanter abuses his powers meet me so can educate you stupid mongoloid
1,i going to get blocked for this but don care you are the biggest branch have ever met here and can believe you are an administ you suck all the other administrators cocks but you are an absolute ass in your dealings with newbies and first time vandals could have been discharged if another admin had given me my first warning but now thanks to you m going to vandalize this pile of encyclopedia crap every day for the rest of my life m asshole hahhahahah
1,is it funny how disappear hmm maybe it because was wrong or maybe it because idiots like you post whatever personal attack they please and wonder why uses model to ask them to be little more civil you didn think about that did you punk bastard
1,submit my edit or the federal police will arrest you this is the last time you do this get ready for jail wish an australian wouldn rape you there you racist piece of shit
1,i don know who you think you are you bastard but this is load of bullshit about philip from start to finish it the worst article ve ever read inaccurate is an understatement m going to dismantle this whole damn article you fucking ignoramus who insults pigs
1,why do you like to smear feces all over your face it disgusting man
1,more genius you can hand it out but you can take it the figures typical troll if you want to continue being jerk you have lot to learn will be your teacher bd f dc ad a
1,ps m fucking asshole hope die and rot in hell because accused someone of editing page that they didn edit should rot in hell the fucking asshole penis head that am
1,scandalous this blocking is scandalous and anti wiki lauren caitlin is about trillion times more important beloved and prominent than at least of all article topics on this joke of site why oh why are wikipedia admins so selective and have such an inferiority complex and such fragile egos do you all have to ruin the fun and excitement for the rest of us just because you desperately need to feel powerful and important are you all school librarian types in woolly sweaters and thick glasses afraid of the idea of romance and fun sheesh it is best if this lauren caitlin upton bio page is approved quickly and available for work america can no longer wait for the wikipedia administrators club and various other weird wikipedia unions to have life don you have job or are you just playing with yourselves here while you play and torment the rest of us contributors
1,wtf is with this place nazi country what the hell everything has to be peer reviewed do your own research this is fact not speculation do not remove it again
1,tiptoety anus is stretched by grawp massive dick
1,yeah user smalljim sucks big fat chode
1,anal rape of donkeys this must be joke right
1,hey asshole stay out of it
1,so start quoting the damn cover instead of forum and you brute
1,the terms of the license have not been respected wikipedia is bait and switch operation that lies to authors it cannot enforce license obtained under false pretenses the page will close and you will be still there when it does you will not have use of the material that you and your fellow shitty cultists have referred to as original research now admit that it was only original research and in as such it has no place in wp remove it you parasitic asswiper
1,monitoring what bitch you will never make arbcom with this attitude
1,you bastard communist have nothing left
1,lauren socha edits hello tiller know wikipedia doesn censor but if had to walk up to someone and say fuck you you paki bastard would probably be done so why should it be so allowed here everyone of different nature visits wikipedia and to see what she said imagine it would offend people waffle on haha speak
1,cooley law school you seem little stupid with your edits to the cooley law web page hope you don frequently engage in editing wikipedia because you seem rather stupid sorry but idiots should become tea party members not wikipedia editors
1,chickenfucker pour h lulz
1,whatever you do don be gay
1,you represent the bottom of the baril on wikipedia at least based on your far fetched and stupid justification for claiming that fox news bill reilly show didn systematically destroy keith olbermann show leave him usually double him week after week your detachment from reality is perfect example of how liberals think
1,this guy is such loser
1,o yes stop calling things vandalism you make people want to beat you up and you make yourself out to be little school girl slut hiding behind your computer and shit if ever catch you you better hope there a cop around
1,yeah where it says seriously gay it implies that what happened was gay or the action was gay you would know that if you were teenager but you re probably loser adult
1,dude gave you proof what is this mess
1,fuck you jzg will fuck you deleted
1,pathetic you know know this doesn add much to the article but why are people so irrational my mother hated absolutely hated video games and she refused to let me even have real time strategy she said that video games are such waste of time that it evil and that people who play any type of digital game are turned into zombies it makes me so crazy how people take their anti video game sentiment to this extent what wrong with video games why are they considered waste of time these are not waste of time at least not games that aren related to grand theft auto or game like that my parents wouldn even let me play fifteen minutes day this is so irritating don even see much difference between them and board games damn it tell me what the point of this controversy if not to try to get rid of the violence and sexual stuff which disapprove of but my mother didn care if they had that or not she wouldn let us play
1,wikipedia is such joke only political content is allowed all other content is censored stop acting like fool
1,well ambi started crashing me gain on irc so guess the wp admins are assholes won bother you anymore left this shitty place the islamists can have it
1,your faggg get life
1,you are not for good rascal give you proof that dhoni is rajput chk it http my opera com aaryanrajput blog you bastard bastard biased ronchos the gujjar partisan bastard am badgujjar and am rajput why are you vandalizing our history by removing my content sucker you are adding content on other castes badgujjars are raghav and are rajputs you bastard proof that badgujjars are rajputs chk http ebadgujar com history html retrieved from http en wikipedia org wiki user talk spacemanspiff
1,what did just say va supply is unreliable because they change names from project to project if you want to be the hero of justice displaying your authority where appropriate then you better go ahead and fix every item that has this problem until then stop acting like child
1,fuck you fuck you fuck wekipedia fuck you all you good for nothing assholes who wouldn shit if it came out of your ass fuck you and stay in dreamland
1,didn make any uncivil comments just because you lose an argument doesn suddenly give you the right to call it uncivil you have been uncivil by deleting perfectly valid post that was not addressed to you and prevents me from re entering it from what can see wikipedia seems to be the perfect setting for intimidating newcomers no wonder power tripper bullies like you teen torturer as you describe yourself love this setting all of you
1,stop your harassment have had enough of your cyberbullying and your enablers who reward instead of punish your antisocial and sociopathic behavior
1,ryulong m pissed you vandal biter for beginners
1,oh yeah and m mentally retarded and suck
1,toolbox fuck you you piece of shit you think you re in control fucking faggot do you think you can harass me and get away with it fucking asshole ll kick your ass if you bother me again and yes that my new name sincerely
1,i not trying to intimidate you or anything m nice guy people always pick on me but m really nice guy and if you say anything else will ban you ing
1,you suck big guy
1,please make dreamguy and its tools stop messing with my user page cleaned it in good faith and this asshole keeps putting it back
1,sox do you have any formal training in corporate law or are you just an asshole looks like you re pretty much the latter based on these other posts
1,you are racist you are obviously from new orleans and offend europeans let me seriously edit things this chinatown article has no connection nothing it is allowed to delete things if there is no has no proof you are racist and you offend europeans
1,am not your son these are not unfounded accusations there are thousands and thousands of us who have lost friends and family to the cult am just one of many others you on the other hand are fool would also say that you might be fucking retard but it would be cruel to retards to compare them to you
1,wow this guy looks like mf kick ass bro it should totally have its own page amazing what high school education will bring you these days peace
1,you guys suck stop pretending
1,you are disastrous administrator
1,don fucking touch my edits you re just angry because your poem sucks
1,i already asked he practically told me to put my head in bucket of lava
1,hey marnette fuck you you fucking cock sucking faggot kiss my ass leave me alone and go suck some guy cock you fucking faggot oh baby
1,fucking vandals track them down admins please raccoon
1,cruel justice as you attack others who are innocent and those you killed with pleasure you ox boxingwear where the truth is
1,imagine your mother with her wrinkle ass in the air grease that poop and jam it in go fuck your mother you better leave me alone you little runt
1,kiss my ass the change was made after my post
1,how was this personal attack he was an asshole so it was only fair to call him cop
1,i keeping your droppings in pot until the day you return so don forget what you are yeah keep your poop in jar you thought you took everything but you left something behind collected it bottled it and now it there on the rack by the bed to remind me in case ever forget you re just piece of poop ll keep your droppings in jar until the day you return so don forget what you are yeah keep your droppings in jar http www free lyrics org hayseed dixie html hey pretty pretty lady let me testify had weak moment once so opened the lid to to smell the odor then it all came back to me baby when the steam was rubbed off remembered you well how could ever forget ah but you re piece of poop keep your poop in pot until the day you come back so don forget what you are yeah keep your poop in pot ho everyone sing keep your poop in pot until the day you return so that don forget what you are yeah keep your poop in pot keep your poop in pot keep your droppings in jar keep your shit in jar
1,who the fuck are you
1,i back m back bitches
1,yeah yeah like you ve never vandalized you re complete noob mean look at your noobish user page and the only edits you ve made in the main area are oh wait you didn do any
1,yes was carried out by cave muslims who are openly funded by the cia even jundallah terrorist leader admitted it wikipedia actually deletes queers like you
1,the problem was that some idiot had made ridiculous changes to the infobox ll try to fix it
1,very good nlu wuuld you love nice cock in your ass
1,it seems logical to me that the article presents topics related to the subject it covers frankly don see why you are so stupid about this and obviously don see how you are right
1,i want you to do me in the butt
1,my real advice is to not be an asshole have nothing more to say to you or your baseless threats and ramblings you are out of line and have been for ages am not going to google something to support claim you made m tired of the way you treat me the way you treat me and insult me pathetic if you can handle substantiated allegations don make them you attacked me relentlessly and turned this talk page into crusade against me rather than focusing on the topic you clearly have psychological problems you proved nada you only supported my assertions and strongly support them raised valid concerns you have nothing to do but avoid attack be uncivil and then call people assholes don hesitate to take it everywhere you are wrong and you clearly don understand how to talk to people
1,psycho stalker how dare you write such comments on my talk page and the very idea that you think you have the right to decide for me what is and is not included on my page bend over and leave my work here alone you must be real loser when all you do here every day is harass me and destroy all my work for fun from what ve seen you must have some real psychological problems in your relationships with people or you re just fat old werido nerd sitting somewhere who has nothing better to do every day without life
1,what wrong little boy still mad because was mean to you in the sandbox so maybe the sandbox isn for you guess if little boys like you don get along there you shouldn play there please by all means continue to vandalize my talk page want you too for what because then can block you come on little boy don be afraid
1,hello wikipedia asshole job market holes are qualified group
1,oh tut tut such unproven accusations are so uncivil but the posture of no one pretending to be someone still leaves no one enjoy being zero keyboard hero if my attacks are vicious would hate think about what you call them when you use hyperbole oh wait well you know what they say horse has more brains than the jockey guess that makes you genius by donkey standards by the way your username is no longer anonymous than an ip it still just nickname in database that masks your real identity to give you access to an account so go find another clich to play with that makes sense mister
1,hello dreadstar you left comment on my talk page about uncivil comments just wanted to let you know that saw my mistakes and came here to rectify the mistake made by not personally attacking you yourself so would just like to take this opportunity to say suck my dirty ass you fucking cow with down syndrome and thank you
1,yes it was hitler he declared that the slavs were inferior races and should be saved or killed
1,congratulations you have aids suggest you block me before the rest of your family figures it out
1,jusdafax is whiny little bitch lick my sweaty balls homo
1,he a faggot from baldjo
1,like said get the hell off my page faggot
1,no m not the asshole who harasses you can only suggest that it someone using the same wireless connection as me
1,why do you do that are you some kind of sadist or troll
1,bold textblock me do it gt m going to download tor hide my ip address and make hazard on wikipedia you better send message that m blocked for life or will download tor from link practical wikipedia used to help chinese commies what do you say don want to talk to admiral yamomoto want can sleep the clown will eat me to respond maybe yamomoto should go kill people in nanking or the philippines tor time is coming soon what do you say you know clown will eat me simpsons lover
1,you fools ve said some good stuff but you bastards act like m making my own stories
1,edit request march this is not the correct definition of queer according to the free dictionary dot com queer is deviating from what was expected or normal strange queer situation strange or unconventional as in behavior eccentric see synonyms for strange and according to merriam webster queer means different in strange way from what is usual or normal eccentric unconventional slightly crazy touched and common sense says queer is not exclusive to sexual and gender minorities who are not heterosexual heteronormative or gender binary as wikipedia defines it this whole thing about gay rights is completely out of control wikipedia you are totally ridiculous and becoming irrelevant with this bullshit
1,absolute ing lies you re joke wikipedia
1,you stupid bastard why did you censor pikachu movement logs you big oaf is it because it offended your delicate victorian sensibilities are most brits as prudish as you
1,you re an asshole keep your personal thoughts to yourself jeff is the best driver of all time and that a fact you must be an idiot redneck
1,you are too to reply on your own discussion page loooooooooooooooooooooooooooooooooool
1,your content is choppy please stop or ll be forced to do something don want to do
1,you can continue to block me based on what wrote on my own user page no one can access it except me and you can write whatever want his freedom of expression police officer cannot arrest someone because he says he is going to commit crime haven done anything that warrants further blocking you are all oligarchists
1,yes was carried out by cave muslims who are openly funded by the cia even iranian terrorist leader jundallah admitted this let look at the iran contras affair the fbi chiefs admitting corruption as well as the dea they funded the same radical group that oosamaa led with known as the mujihadeeens hilary clinton just admitted in an interview the retarded american troops are protecting the poppy fields they openly admit it wow wonder how drugs get into the country wikipedia actually deletes queers like you the next time iran is invaded or the united states sees fit maybe your bitch mentality will awaken into manliness
1,fags yo fucker it was fucking hayes you fagot not vito vito wasn in wwe in you fucking fagog faggot you re not right go on fucking jump off bridge you re faggot
1,it not song you moron
1,pedro is fucking idiot he was probably bullied as kid and now as an admin he trying to come back by being an asshole and blocking people for no reason what deluded faggot
1,hey little man you sure have lot of free time to fill path which is hateful bigoted bs
1,why did you stop my edit you fukin gay bastard
1,talk page never under any circumstances post on my talk page you despicable american tw kthx
1,pig blood for you and the religion of pieces people cut up by terrorists
1,also how dare you remove the historically accurate edit to the wikipedia article posted here for the benefit of more broad minded people here is link to page where this article will appear without being subject to editing by unintelligent and very uneducated people http www troisworldwars com forum viewtopic php amp start amp sid faf aa be c ae
1,as an administrator you have almost no basic reading and comprehension skills there used to be an article the sentinel mhs with appropriate citations it has been deleted tried to create new page and found these quotes couldn please die in car accident
1,socalsupereagle is full of black hate
1,utc what crap see entries all the time that contain links that have nothing to do with the entry in question also the fark thread discuss the hurricane so it valid august
1,wikipediablacks are stupid for example
1,munching pussy and not knowing how to spell well in english because m fucking foreigner for whom with english is the hard language m dyke
1,my mother died thank you very much have job because am years old don need my mother to give me money unlike yours who sleeps too much
1,thracian tribes category hey motherfucker trust the books these are tribes considered thracian or possibly thracian in literature cancel your changes thank you
1,etc cm punk did adopt kenta go to sleep for fuck sake kenta invented the movement cm punk adopt it from him get your bloody facts you are abusing your power for no reason and you think you know more about wrestling than me leave me alone the fuk please
1,i said shut up you stupid stupid
1,on another note fuck dr nick you poofy fuck
1,what the fuck is going on
1,hey kuru fuck you take your shit somewhere else
1,talk about insane support for bad moderators no wonder no academic or self respecting person takes wikipedia seriously it worse than an internet forum around here whatever guys keep playing with someone else life hope you have consistently reassured the japanese about widespread anti semantic behavior against them during the tsunami and that you will be targeted by hate group seriously guys burn in hell for being miserable moderators who only aim to spread lies to somehow record the popular opinion of an era that actually wasn even in anyone mind during the incident
1,i should be unblocked because alex aka the skater is actually gay because my friend disappointed him last night
1,steve little steve little character in eastbound and down is not bumbling it is slightly delayed your ignorance in handling this matter angers me to new level of hatred for the fagot wikipedia moderators who think they are fucking geniuses you re fucking retards who were born without penises and masturbate all day to yourselves fucking with people modifications and really pissing them off bad hope one day you get bored of masturbating alone in your white room and decide to try having sex with beehive causing your cock to become so swollen that you die death very slow and painful in the hospital with no one there to worry about it or offer you funeral may you rot in fucking morgue with swollen cock shoved up your ass by deranged doctor
1,your user page well that strange look at that m not sure what you were doing with this edit but you could have achieved the same result by performing restore on yourself with the edit that followed see you use rollback everywhere else so tell me did you go to school to be stupid or were you born with this condition
1,terrible english this article contains the worst english in history
1,it like watching rabid poodle try to bite the postman get hit halfway by the postman land on his head and come back to try again the more we hit him the more his brain dies
1,so what idiot stops vanalizing
1,we re just trying to protect against the military government why is everyone so concerned about this fucking page but not the people of myanmar
1,also prioryman calling people you disagree with idiots really diminishes wikipedia and perpetuates the impression that most admins are bigots
